KEY,DESCRIPTION,en,zh,hi,es,fr,ar,bn,pt,ru,id,ur,de,ja,sw,mr,te,ta,tr,vi,it,ko,gu,fa,pl,uk,ro,nl,sv,da,no,fi,he,th,my,km,lo,ka,hy,az,kk,ky,uz,tg,mn,bo,ne,si,ml,kn,pa,or,as,dv,ps,sd,ks,cs,sk,sl,hr,sr,bs,mk,bg,sq,el,mt,cy,ga,gd,gv,br,co,ca,gl,eu,is,fo,lb,li,fy,af,et,lv,lt,ha,yo,ig,ff,am,om,ti,so,zu,xh,st,tn,ss,nr,nd,ve,ts,sn,ny,rw,rn,lg,mg,wo,ms,tl,jv,su,qu,gn,ay,sm,to,ty,mi,fj,bi,eo,ia,ie,io,vo,la,cu,pi,sa,aa,ab,ae,ak,an,av,ba,be,bh,bi.1,bm,bo.1,ce,ch,cr,cv,dz,ee,eo.1,es.1,et.1,eu.1,fa.1,ff.1,fi.1,fj.1,fo.1,fy.1,ga.1,gd.1,gl.1,gn.1,gu.1,gv.1,ha.1,he.1,hi.1,ho,hr.1,ht,hu,hz,ia.1,id.1,ie.1,ig.1,ii,ik,io.1,is.1,it.1,iu,jv.1,kg,ki,kj,kl,km.1,kn.1,kr,ks.1,ku,kv,kw,la.1,lb.1,lg.1,li.1,ln,lo.1,lt.1,lu,lv.1,mh,mi.1,mk.1,mn.1,ms.1,mt.1,my.1,na,nb,nd.1,ne.1,ng,nn,nr.1,nv,ny.1,oc,oj,om.1,or.1,os,pa.1,pi.1,pl.1,ps.1,pt.1,qu.1,rm,rn.1,ro.1,ru.1,rw.1,sa.1,sc,sd.1,se,sg,si.1,sk.1,sl.1,sm.1,sn.1,so.1,sq.1,sr.1,ss.1,st.1,su.1,sv.1,sw.1,ta.1,te.1,tg.1,th.1,ti.1,tk,tl.1,tn.1,to.1,tr.1,ts.1,tt,tw,ty.1,ug,uk.1,ur.1,uz.1,ve.1,vi.1,vo.1,wa,wo.1,xh.1,yi,yo.1,za,zu.1
library.practice,Label for practice button,Practice,练习,अभ्यास,Práctica,Pratique,ممارسة,অনুশীলন,Prática,Практика,Berlatih,مشق,Übung,練習,Mazoezi,सराव,ప్రాక్టీస్,பயிற்சி,Pratik,Thực hành,Pratica,연습,પ્રેક્ટિસ,تمرین,Ćwiczenia,Практика,Practică,Oefening,Övning,Øvelse,,,,,,,,პრაქტიკა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
library.practice_desc,Description for practice button,Smart repetition,智能重复,स्मार्ट दोहराव,Repetición inteligente,Répétition intelligente,تكرار ذكي,স্মার্ট পুনরাবৃত্তি,Repetição inteligente,Умное повторение,Repetisi cerdas,ذہین تکرار,Intelligente Wiederholung,スマートリピート,Marejeo ya akili,स्मार्ट पुनरावृत्ती,స్మార్ట్ పునరావృతి,ஸ்மார்ட் மறுபடியும்,Akıllı tekrar,Lặp lại thông minh,Ripetizione intelligente,스마트 반복,સ્માર્ટ પુનરાવર્તન,تکرار هوشمند,Inteligentne powtarzanie,Розумне повторення,Repetiție inteligentă,Slimme herhaling,Smart repetition,Smart gentagelse,,,,,,,,ჭკვიანი გამეორება,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
browse.title,Browse section title,Browse,浏览,ब्राउज़ करें,Explorar,Parcourir,تصفح,ব্রাউজ করুন,Navegar,Просмотр,Jelajahi,براؤز کریں,Durchsuchen,閲覧,Vinjari,ब्राउज़ करें,వెతకండి,உலாவு,Gözat,Duyệt,D sfogliare,둘러보기,બ્રાઉઝ કરો,مرور,Przeglądaj,Переглядати,Răsfoi,Bladeren,Bläddra,Bladre,,,,,,,,დათვალიერება,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
browse.subtitle,Browse section subtitle,"Discover new courses and expand your library","发现新课程并扩展您的图书馆","नए पाठ्यक्रम खोजें और अपनी लाइब्रेरी का विस्तार करें","Descubre nuevos cursos y expande tu biblioteca","Découvrez de nouveaux cours et élargissez votre bibliothèque","اكتشف دورات جديدة ووسع مكتبتك","নতুন কোর্স আবিষ্কার করুন এবং আপনার লাইব্রেরি প্রসারিত করুন","Descubra novos cursos e expanda sua biblioteca","Откройте новые курсы и расширьте свою библиотеку","Temukan kursus baru dan perluas perpustakaan Anda","نئے کورسز دریافت کریں اور اپنی لائبریری کو وسعت دیں","Entdecke neue Kurse und erweitere deine Bibliothek","新しいコースを発見してライブラリを拡張する","Gundua kozi mpya na upanue maktaba yako","नवीन अभ्यासक्रम शोधा आणि तुमच्या लायब्ररीचा विस्तार करा","కొత్త కోర్సులను కనుగొనండి మరియు మీ లైబ్రరీని విస్తరించండి","புதிய பாடநெறிகளைக் கண்டறிந்து உங்கள் நூலகத்தை விரிவுபடுத்துங்கள்","Yeni kursları keşfedin ve kütüphanenizi genişletin","Khám phá các khóa học mới và mở rộng thư viện của bạn","Scopri nuovi corsi ed espandi la tua biblioteca","새로운 코스를 발견하고 라이브러리를 확장하세요","નવા અભ્યાસક્રમો શોધો અને તમારા પુસ્તકાલયને વિસ્તૃત કરો","در اینجا می‌توانید به زودی دوره‌های جدیدی کشف کنید، بر اساس موضوعات جستجو کنید و کتابخانه خود را گسترش دهید","Tutaj wkrótce będziesz mógł odkrywać nowe kursy, wyszukiwać według tematów i rozszerzać swoją bibliotekę","Тут ви зможете незабаром відкривати нові курси, шукати за темами та розширювати свою бібліотеку","Aici vei putea în curând descoperi cursuri noi, căuta pe teme și extinde biblioteca ta","Hier kun je binnenkort nieuwe cursussen ontdekken, zoeken op onderwerpen en je bibliotheek uitbreiden","Här kommer du snart att kunna upptäcka nya kurser, söka efter ämnen och utöka ditt bibliotek","Her kan du snart opdage nye kurser, søge efter emner og udvide dit bibliotek","აქ თქვენ მალე შეძლებთ ახალი კურსების აღმოჩენას, თემების მიხედვით ძებნას და თქვენი ბიბლიოთეკის გაფართოებას"
browse.coming_soon,Coming soon title,Coming Soon,即将推出,जल्द आ रहा है,Próximamente,Bientôt,قريبا,শীঘ্রই আসছে,Em Breve,Скоро,Segera Hadir,جلد آرہا ہے,Bald Verfügbar,近日公開,Inakuja Hivi Karibuni,लवकरच येत आहे,త్వరలో వస్తోంది,விரைவில் வருகிறது,Yakında Geliyor,Sắp Ra Mắt,In Arrivo,곧 출시,ટૂંક સમયમાં આવી રહ્યું છે,به زودی,Już Wkrótce,Незабаром,În Curând,Binnenkort,Kommer Snart,Kommer Snart,,,,,,,,მალე მოვა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
browse.coming_soon_text,Coming soon description,"Here you can soon discover new courses, search by topics and expand your library. A marketplace for all available language courses is in development!","在这里您很快就能发现新课程、按主题搜索并扩展您的图书馆。所有可用语言课程的市场正在开发中！","यहां आप जल्द ही नए पाठ्यक्रम खोज सकते हैं, विषयों के अनुसार खोज सकते हैं और अपनी लाइब्रेरी का विस्तार कर सकते हैं। सभी उपलब्ध भाषा पाठ्यक्रमों के लिए एक बाज़ार विकसित किया जा रहा है!","¡Aquí pronto podrás descubrir nuevos cursos, buscar por temas y expandir tu biblioteca. ¡Un mercado para todos los cursos de idiomas disponibles está en desarrollo!","Ici, vous pourrez bientôt découvrir de nouveaux cours, rechercher par sujets et élargir votre bibliothèque. Un marché pour tous les cours de langues disponibles est en développement!","هنا يمكنك قريبًا اكتشاف دورات جديدة والبحث حسب المواضيع وتوسيع مكتبتك. سوق لجميع دورات اللغة المتاحة قيد التطوير!","এখানে আপনি শীঘ্রই নতুন কোর্স আবিষ্কার করতে, বিষয় অনুসারে অনুসন্ধান করতে এবং আপনার লাইব্রেরি প্রসারিত করতে পারবেন। সমস্ত উপলব্ধ ভাষা কোর্সের জন্য একটি মার্কেটপ্লেস উন্নয়নাধীন!","Aqui você poderá em breve descobrir novos cursos, pesquisar por tópicos e expandir sua biblioteca. Um mercado para todos os cursos de idiomas disponíveis está em desenvolvimento!","Здесь вы скоро сможете открывать новые курсы, искать по темам и расширять свою библиотеку. Разрабатывается рынок для всех доступных языковых курсов!","Di sini Anda akan segera dapat menemukan kursus baru, mencari berdasarkan topik dan memperluas perpustakaan Anda. Pasar untuk semua kursus bahasa yang tersedia sedang dalam pengembangan!","یہاں آپ جلد ہی نئے کورسز دریافت کر سکیں گے، موضوعات کے لحاظ سے تلاش کر سکیں گے اور اپنی لائبریری کو وسعت دے سکیں گے۔ تمام دستیاب زبان کے کورسز کے لیے ایک مارکیٹ پلیس تیار کی جا رہی ہے!","Hier kannst du bald neue Kurse entdecken, nach Themen suchen und deine Bibliothek erweitern. Ein Marktplatz für alle verfügbaren Sprachkurse ist in Entwicklung!","ここでは、まもなく新しいコースを発見し、トピックで検索し、ライブラリを拡張できます。利用可能なすべての言語コースのマーケットプレイスが開発中です!","Hapa utaweza hivi karibuni kugundua kozi mpya, kutafuta kwa mada na kupanua maktaba yako. Soko la kozi zote za lugha zinazopatikana zinaendelea kukuzwa!","येथे तुम्ही लवकरच नवीन अभ्यासक्रम शोधू शकाल, विषयांनुसार शोधू शकाल आणि तुमच्या लायब्ररीचा विस्तार करू शकाल. सर्व उपलब्ध भाषा अभ्यासक्रमांसाठी एक बाजारपेठ विकसित केली जात आहे!","ఇక్కడ మీరు త్వరలో కొత్త కోర్సులను కనుగొనవచ్చు, విషయాల ద్వారా వెతకవచ్చు మరియు మీ లైబ్రరీని విస్తరించవచ్చు. అన్ని అందుబాటులో ఉన్న భాషా కోర్సుల కోసం ఒక మార్కెట్‌ప్లేస్ అభివృద్ధిలో ఉంది!","இங்கே நீங்கள் விரைவில் புதிய பாடநெறிகளைக் கண்டறியலாம், தலைப்புகளால் தேடலாம் மற்றும் உங்கள் நூலகத்தை விரிவுபடுத்தலாம். அனைத்து கிடைக்கும் மொழி பாடநெறிகளுக்கான சந்தை வளர்ச்சியில் உள்ளது!","Burada yakında yeni kursları keşfedebilir, konulara göre arayabilir ve kütüphanenizi genişletebilirsiniz. Tüm mevcut dil kursları için bir pazar geliştiriliyor!","Ở đây bạn sẽ sớm có thể khám phá các khóa học mới, tìm kiếm theo chủ đề và mở rộng thư viện của mình. Một thị trường cho tất cả các khóa học ngôn ngữ có sẵn đang được phát triển!","Qui potrai presto scoprire nuovi corsi, cercare per argomenti ed espandere la tua biblioteca. Un marketplace per tutti i corsi di lingue disponibili è in sviluppo!","여기서 곧 새로운 코스를 발견하고, 주제별로 검색하고, 라이브러리를 확장할 수 있습니다. 사용 가능한 모든 언어 코스를 위한 마켓플레이스가 개발 중입니다!","અહીં તમે ટૂંક સમયમાં નવા અભ્યાસક્રમો શોધી શકશો, વિષયો દ્વારા શોધી શકશો અને તમારા પુસ્તકાલયને વિસ્તૃત કરી શકશો. બધા ઉપલબ્ધ ભાષા અભ્યાસક્રમો માટે એક માર્કેટપ્લેસ વિકસાવી રહ્યું છે!","در اینجا می‌توانید به زودی دوره‌های جدیدی کشف کنید، بر اساس موضوعات جستجو کنید و کتابخانه خود را گسترش دهید. یک بازار برای تمام دوره‌های زبان موجود در حال توسعه است!","Tutaj wkrótce będziesz mógł odkrywać nowe kursy, wyszukiwać według tematów i rozszerzać swoją bibliotekę. Rynek dla wszystkich dostępnych kursów językowych jest w trakcie rozwoju!","Тут ви зможете незабаром відкривати нові курси, шукати за темами та розширювати свою бібліотеку. Розробляється ринок для всіх доступних мовних курсів!","Aici vei putea în curând descoperi cursuri noi, căuta pe teme și extinde biblioteca ta. Un piață pentru toate cursurile de limbi disponibile este în dezvoltare!","Hier kun je binnenkort nieuwe cursussen ontdekken, zoeken op onderwerpen en je bibliotheek uitbreiden. Een marktplaats voor alle beschikbare taalcursussen is in ontwikkeling!","Här kommer du snart att kunna upptäcka nya kurser, söka efter ämnen och utöka ditt bibliotek. En marknadsplats för alla tillgängliga språkkurser är under utveckling!","Her kan du snart opdage nye kurser, søge efter emner og udvide dit bibliotek. En markedsplads for alle tilgængelige sprogkurser er under udvikling!","აქ თქვენ მალე შეძლებთ ახალი კურსების აღმოჩენას, თემების მიხედვით ძებნას და თქვენი ბიბლიოთეკის გაფართოებას. ყველა ხელმისაწვდომი ენის კურსისთვის ბაზარი იმუშავება!"
labels.translation,Placeholder for translation input,translation,译本,अनुवाद,traducción,traduction,ترجمة,অনুবাদ,tradução,перевод,terjemahan,ترجمہ,Übersetzung,翻訳,Tafsiri,अनुवाद,తర్జుమా,மொழிபெயர்ப்பு,çeviri,dịch,traduzione,번역,ભાષાંતર,ترجمه,tłumaczenie,переклад,traducere,vertaling,översättning,oversættelse,,,,,,,,თარგმანი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buttons.start,Start button text,Start,开始,चौंक,Empezar,Commencer,بدء,সূচনা,Começar,Начало,Mulai,شروع کرنا,Anfangen,始める,Kuanza,प्रारंभ,బయలుదేరు,தொடக்கம்,Başlamak,Bắt đầu,Inizio,시작하다,શરૂઆત,شروع,Początek,Почати,Porni,Beginnen,Starta,Begynde,,,,,,,,დაქოქვა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buttons.open,Open button text,Open,打开,खोलना,Abrir,Ouvrir,فتح,খোলা,Abrir,Открыть,Buka,کھولیں,Öffnen,開く,Fungua,उघडा,తెరవండి,திற,Аçmak,Mở,Aprire,열다,ખોલો,باز کردن,Otwórz,Відкрити,Deschide,Openen,Öppna,Åbn,,,,,,,,გახსნა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buttons.repeat,Repeat button text,Repeat,重复,दोहराना,Repetir,Répéter,كرر,পুনরাবৃত্তি,Repetir,Повторять,Mengulangi,دوہرانا,Wiederholen,繰り返す,Rudia,पुनरावृत्ती करा,రిపీట్ చేయండి,மறுபடி,Yinelemek,Lặp lại,Ripetere,반복하다,પુનરાવર્તન કરો,تکرار,Powtórzyć,Повторити,Repeta,Herhalen,Upprepa,Gentage,,,,,,,,გამეორება,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buttons.check,Check answer button text,Check Answer,检查答案,उत्तर की जाँच करें,Comprobar respuesta,Vérifier la réponse,تحقق من الإجابة,উত্তর চেক করুন,Verificar resposta,Проверить ответ,Periksa Jawaban,جواب چیک کریں,Antwort prüfen,回答をチェック,Angalia Jibu,उत्तर तपासा,సమాధానాన్ని తనిఖీ చేయండి,பதிலை சரிபார்க்கவும்,Cevabı kontrol et,Kiểm tra câu trả lời,Controlla la risposta,답변 확인,જવાબ ચકાસો,پاسخ را بررسی کنید,Sprawdź odpowiedź,Відповідь на перевірку,Verifică răspunsul,Controleer het antwoord,Kontrollera svar,Tjek svar,,,,,,,,შეამოწმეთ პასუხი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
settings.title,Settings section title,Settings,设置,सेटिंग्स,Configuración,Paramètres,إعدادات,সেটিংস,Configurações,Настройки,Pengaturan,سیٹنگز,Einstellungen,設定,Mipangilio,सेटिंग्स,సెట్టింగ్స్,அமைப்புகள்,Ayarlar,Cài đặt,Impostazioni,설정,સેટિંગ્સ,تنظیمات,Ustawienia,Налаштування,Setări,Instellingen,Inställningar,Indstillinger,,,,,,,,პარამეტრები,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
settings.subtitle,Settings section subtitle,Manage your app settings and preferences,管理您的应用设置和偏好,अपनी ऐप सेटिंग्स और प्राथमिकताएं प्रबंधित करें,Gestiona la configuración y preferencias de tu aplicación,Gérez les paramètres et préférences de votre application,إدارة إعدادات وتفضيلات التطبيق,আপনার অ্যাপ সেটিংস এবং পছন্দগুলি পরিচালনা করুন,Gerenciar configurações e preferências do aplicativo,Управляйте настройками и предпочтениями приложения,Kelola pengaturan dan preferensi aplikasi Anda,اپ کی ایپ کی ترتیبات اور ترجیحات کا انتظام کریں,Verwalte deine App-Einstellungen und Präferenzen,アプリの設定と環境設定を管理,Simamia mipangilio na mapendeleo ya programu,तुमच्या अॅप सेटिंग्ज आणि प्राधान्ये व्यवस्थापित करा,మీ యాప్ సెట్టింగ్‌లు మరియు ప్రాధాన్యతలను నిర్వహించండి,உங்கள் பயன்பாட்டு அமைப்புகள் மற்றும் விருப்பத்தேர்வுகளை நிர்வகிக்கவும்,Uygulama ayarlarınızı ve tercihlerinizi yönetin,Quản lý cài đặt và tùy chọn ứng dụng,Gestisci le impostazioni e le preferenze dell'app,앱 설정 및 환경설정 관리,તમારી એપ સેટિંગ્સ અને પસંદગીઓ મેનેજ કરો,تنظیمات و ترجیحات برنامه خود را مدیریت کنید,Zarządzaj ustawieniami i preferencjami aplikacji,Керуйте налаштуваннями та уподобаннями додатку,Gestionați setările și preferințele aplicației,Beheer je app-instellingen en voorkeuren,Hantera dina app-inställningar och preferenser,Administrer dine app-indstillinger og præferencer,,,,,,,,თქვენი აპლიკაციის პარამეტრები და უპირატესობები მართეთ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
settings.language,Language settings section,Language,语言,भाषा,Idioma,Langue,لغة,ভাষা,Idioma,Язык,Bahasa,زبان,Sprache,言語,Lugha,भाषा,భాష,மொழி,Dil,Ngôn ngữ,Lingua,언어,ભાષા,زبان,Język,Мова,Limbă,Taal,Språk,Sprog,,,,,,,,ენა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
settings.native_language,Label for native language selection,Native Language,母语,मातृभाषा,Idioma Nativo,Langue Maternelle,اللغة الأم,মাতৃভাষা,Idioma Nativo,Родной Язык,Bahasa Ibu,مادری زبان,Muttersprache,母国語,Lugha ya Kwanza,मातृभाषा,మాతృభాష,தாய்மொழி,Ana Dil,Tiếng Mẹ Đẻ,Lingua Madre,모국어,માતૃભાષા,زبان مادری,Język Ojczysty,Рідна Мова,Limba Materna,Moedertaal,Modersmål,Modersmål,,,,,,,,დედა ენა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
settings.audio,Audio settings section,Audio,音频,ऑडियो,Audio,Audio,صوت,অডিও,Áudio,Аудио,Audio,آڈیو,Audio,オーディオ,Sauti,ऑडिओ,ఆడియో,ஆடியோ,Ses,Âm Thanh,Audio,오디오,ઓડિયો,صدا,Dźwięk,Аудіо,Audio,Geluid,Ljud,Lyd,,,,,,,,აუდიო,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
settings.auto_play,Label for auto-play setting,Auto Play,自动播放,ऑटो प्ले,Reproducción Automática,Lecture Automatique,تشغيل تلقائي,অটো প্লে,Reprodução Automática,Автовоспроизведение,Putar Otomatis,آٹو پلے,Automatisches Abspielen,自動再生,Cheza Kiotomatiki,ऑटो प्ले,ఆటో ప్లే,ஆட்டோ ப்ளே,Otomatik Oynat,Tự Động Phát,Riproduzione Automatica,자동 재생,ઓટો પ્લે,پخش خودکار,Odtwarzanie Automatyczne,Автовідтворення,Redare Automată,Automatisch Afspelen,Automatisk Uppspelning,Automatisk Afspilning,,,,,,,,ავტო გაშვება,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
